Date,Open,High,Low,Close,Volume
2025-01-31,50992.322429627864,51773.813961116415,50503.89022244752,51187.6953125,42186279
2025-02-03,49917.7723805147,50210.83170955882,49624.713051470586,49820.0859375,32344897
2025-02-04,50406.20689041745,52359.93583965844,50308.52044295541,51480.7578125,27214851
2025-02-05,52359.93401465028,52555.30690276465,51578.44246219282,51676.12890625,15974885
2025-02-06,52164.561024305556,52750.6796875,51969.18813657407,52750.6796875,16466025
2025-02-07,52652.9900634311,52946.04937732774,52359.93074953445,52457.6171875,14476866
2025-02-10,51773.81646245503,54606.72340096672,51676.13001629946,54313.6640625,27577591
2025-02-11,54215.97088195691,54997.46235412927,53727.53871184919,54411.34375,24596196
2025-02-12,53825.2261984767,54606.7176859319,53239.107582885306,54509.03125,26428596
2025-02-13,54802.090557795695,55095.1498655914,54313.6583781362,54509.03125,22448377
2025-02-14,54704.41015625,55974.333963448655,54704.41015625,54704.41015625,23979779
2025-02-17,54802.09660295759,55192.84238978794,54411.350816127226,54704.41015625,11916027
2025-02-18,54899.780838093146,55876.64526581722,54606.721509775925,55583.5859375,22131007
2025-02-19,56072.017661307495,57537.31429008731,55974.33121938884,57341.94140625,25395151
2025-02-20,57732.68000856164,57732.68000856164,56755.815710616436,57048.875,21589059
2025-02-21,57048.87677190722,57146.56320473582,55778.95314513531,56853.50390625,22198428
2025-02-24,55974.328125,56365.0738710733,55876.64168848167,55974.328125,14138471
2025-02-25,55290.525882320806,56462.7631801792,55192.839440832606,55876.64453125,14625181
2025-02-26,55681.26918617491,55778.95562334364,54802.09125165636,55290.5234375,18117091
2025-02-27,55192.833800510656,55778.95238954263,54899.77450599467,54997.4609375,14975356
2025-02-28,54118.28732798165,54411.3466456422,53239.109375,53239.109375,28036698
2025-03-04,52652.9907396789,53727.54157110092,52555.304300458716,53239.109375,18553933
2025-03-05,53825.230570023145,54118.28990162037,52750.6796875,52750.6796875,16578817
2025-03-06,52848.365396236186,53239.111166263814,52750.678953729286,53043.73828125,12258101
2025-03-07,52262.2443115689,52946.04937732774,52164.55787360335,52457.6171875,14274992
2025-03-10,52262.2443115689,53532.16800512104,52262.2443115689,52457.6171875,12921670
2025-03-11,51285.38271775886,52848.36581010961,51285.38271775886,52359.93359375,17740891
2025-03-12,52555.30845856102,54020.60516279599,52359.93556466302,53629.859375,17973221
2025-03-13,54509.03524908592,54606.72169218464,52946.0521595064,53434.484375,24132151
2025-03-14,53239.111488802555,53825.230147394876,53141.425045703836,53434.484375,10845154
