Date,Open,High,Low,Close,Volume
2025-01-22,36693.09831267218,36942.37207838326,36044.986521823346,36194.55078125,1154547
2025-01-23,36344.11498033217,36393.96973339161,35646.1484375,35646.1484375,1220022
2025-01-24,35795.712696678325,36244.40547421329,35596.29368444056,35646.1484375,1076274
2025-01-31,35995.12997066493,38886.70550847458,35995.12997066493,38238.59375,6846406
2025-02-03,38238.59620308762,42326.686018802335,37640.33915688547,41678.57421875,14720792
2025-02-04,42476.24908312959,43024.65136002445,40083.220965770175,40781.1875,12331280
2025-02-05,41180.027144820604,43423.491093388315,40880.89861834491,43074.5078125,10732661
2025-02-06,43872.182671081675,45367.82526214128,43373.635140728475,45168.40625,9121099
2025-02-07,45068.69701544944,45118.55176878511,43423.490155372194,44370.73046875,5102434
2025-02-10,44370.73322610294,45866.37591911764,42177.1239430147,42376.54296875,6162748
2025-02-11,43074.506709451576,43323.78047513127,42127.26639986873,42725.5234375,3387582
2025-02-12,42625.8134765625,42625.8134765625,41279.735156250004,41877.9921875,2941517
2025-02-13,42226.97710179571,42974.79842000933,39584.67511077425,40083.22265625,8123275
2025-02-14,40432.20470262097,40482.05945564516,38288.45032258065,38637.43359375,6091721
2025-02-17,38986.417253521126,39235.69102112676,38687.288732394365,38936.5625,3131805
2025-02-18,38836.85546875,39235.69352234435,38487.87217185494,38836.85546875,2601628
2025-02-19,39036.271678196565,39534.81920920801,38737.143159589694,39185.8359375,2977884
2025-02-20,39484.96698113208,40631.62637578617,39435.11222484277,39634.53125,4599415
2025-02-21,39883.803258145366,40133.07702850877,39484.96522556391,39784.09375,2460853
2025-02-24,39534.822796499684,39883.806099873575,39086.12997787611,39435.11328125,1834667
2025-02-25,39086.12893081761,39684.38600628931,38986.419418239,39634.53125,1505555
2025-02-26,40033.3677070962,42276.83165083135,39933.65819848575,41977.703125,7598359
2025-02-27,42775.37767154106,44320.875,42675.66816647919,44320.875,10185706
2025-02-28,43573.05463318366,44570.14970488123,42526.10480790122,43024.65234375,6591090
2025-03-04,42875.08977849045,43323.782578497914,41229.882845129774,41778.28515625,3387888
2025-03-05,42426.394594692574,43373.63489704176,42326.68508918213,42974.796875,2525062
2025-03-06,43373.63237943459,45268.11287416852,42426.39213206762,44968.984375,6180767
2025-03-07,44387.80175,44762.277017857145,43389.201035714286,43688.78125,3099161
2025-03-10,43439.13128957874,45885.70305186536,43089.62103782351,45336.47265625,4010592
2025-03-11,43838.57281923186,44637.45341730442,43489.06255757511,44038.29296875,2486551
2025-03-12,44188.0830808886,44587.52337992489,43389.20248281604,44038.29296875,1976354
2025-03-13,44088.221814346754,44687.38224670481,42290.7405172726,43089.62109375,3269454
2025-03-14,43039.69285817031,43988.363582422324,43039.69285817031,43389.203125,1733603
2025-03-17,43439.1328125,43788.64307650862,42240.81190732758,43439.1328125,1693348
2025-03-18,43638.8533647017,44986.96439541903,43439.13321200284,43938.43359375,2475410
2025-03-19,43938.43064376443,44312.90590493288,43039.690016960165,43239.41015625,1642570
2025-03-20,43439.13091661782,43888.5012364449,42590.3203125,42590.3203125,1761461
2025-03-21,42590.32148616686,43538.9921875,41841.3709324828,43538.9921875,1900729
2025-03-24,43289.342169786694,43439.132281100836,41491.860834017,41841.37109375,1792693
2025-03-25,42041.08914951126,42340.66935722749,41691.57890717565,42140.94921875,827099
2025-03-26,42290.742237580125,42989.762770432695,41342.07151442308,42839.97265625,1180900
2025-03-27,42240.80955153245,42290.73958646334,41142.34878305288,41541.7890625,1360153
2025-03-28,41541.788274605104,41591.718308589,40443.32752695929,41092.41796875,728635
2025-03-31,40193.67991727941,40643.05025175831,39045.2890625,39045.2890625,1711143
2025-04-01,39544.58741854265,42390.59939184686,39544.58741854265,42140.94921875,2570592
2025-04-02,42240.810542099636,42290.74057820141,40643.04938684291,40842.76953125,1549771
2025-04-03,39944.027129521586,42839.9690964119,39944.027129521586,42790.0390625,2508882
2025-04-04,42540.39196908602,44687.38358254928,40892.70073084677,41791.44140625,4844975
2025-04-07,40393.40094076722,41691.58193515529,39444.730214099014,40593.12109375,2124791
2025-04-08,41392.001180377716,41441.93121798975,38945.42933738796,38995.359375,2588453
2025-04-09,38196.478773207426,39594.519826344425,36898.29779529449,38995.359375,1861781
2025-04-10,39045.286728515624,39944.02734375,38146.54611328125,39944.02734375,1977485
2025-04-11,38695.779497195515,38995.3597255609,38146.54907852564,38945.4296875,1364871
2025-04-14,39095.219801682695,39694.38025841346,38895.4996494391,38945.4296875,962491
2025-04-15,39095.2169250724,39294.93706262066,38695.776649975865,38795.63671875,1049886
2025-04-16,38845.56656663907,38895.49660078642,37547.38567880795,37697.17578125,1386130
2025-04-17,37747.10659358639,38346.267015706806,37747.10659358639,38146.546875,845939
2025-04-18,38246.40915464744,39095.219801682695,38046.689002403844,38945.4296875,841087
2025-04-21,39195.076643838365,39294.93671172076,38695.776304426414,38845.56640625,464726
2025-04-22,38496.05796595982,40093.819126674105,38371.23287527901,39145.1484375,1247375
2025-04-23,39594.517360009515,39644.44739451142,39095.217014990485,39344.8671875,687852
2025-04-24,39594.51701124841,39719.34209640368,39195.07673875158,39394.796875,497262
2025-04-25,37797.03836256587,38346.26877470355,37098.01783802701,37896.8984375,16562277
2025-04-28,38446.128141425754,38545.98821452037,37896.89773940539,37996.7578125,1779369
2025-04-29,38146.54902877113,38645.84940872886,38046.68895277958,38396.19921875,1787062
2025-04-30,38246.40659722222,38695.77690972222,37697.17621527778,38196.4765625,1857478
2025-05-02,38096.61788559461,38595.91825106768,37896.89773940539,37996.7578125,1350989
2025-05-07,38296.3359375,38496.05607276728,37747.105565515,38296.3359375,1891623
2025-05-08,38146.547423986485,38196.47745988175,36848.36649070946,36948.2265625,4639380
2025-05-09,37098.01702046685,37147.94705683356,36798.43680226657,36898.296875,1076784
2025-05-12,37048.08677821522,38046.6875,36998.15674212598,38046.6875,1737798
2025-05-13,38096.6174631741,38246.40757115513,37347.666923268975,37497.45703125,1270052
2025-05-14,37647.24825016469,38146.54862483531,37247.80795042819,37896.8984375,1623377
2025-05-15,37697.17647638612,37797.03654652224,37197.876125705516,37597.31640625,1346122
2025-05-16,37597.31815570689,37747.10826788102,37247.80789396725,37347.66796875,912660
2025-05-19,37098.016594864544,37147.946630658436,36299.13602216221,36398.99609375,1389926
2025-05-20,36548.78550359097,36798.435677795824,36249.20529454514,36498.85546875,1680015
2025-05-21,36648.647102386516,37896.89802549232,36648.647102386516,37397.59765625,1327371
2025-05-22,37197.875,37597.315268456376,36898.29479865772,37197.875,884129
2025-05-23,37197.87785657587,37597.31815570689,36948.22766961899,37347.66796875,1081143
2025-05-26,37347.66846955128,38945.4296875,37048.0882411859,38945.4296875,2676578
2025-05-27,38645.84761332418,40942.62925442613,38496.05750629579,40892.69921875,3448700
2025-05-28,40892.69792603417,42140.94877847721,40193.677448666065,41641.6484375,2787745
2025-05-29,41491.86172318892,44188.08378462358,41491.86172318892,43938.43359375,4644875
2025-05-30,43588.92066744731,43788.64080796253,42590.319964871196,42640.25,3539065
2025-06-02,43139.55112977984,43638.85149007822,42340.670553302436,43089.62109375,2075682
2025-06-04,44038.29080904447,44387.801053560695,40992.55867826022,41541.7890625,3838475
2025-06-05,41941.230071952596,44837.172148349324,41791.43996455277,44238.01171875,5070135
2025-06-09,45885.70408256323,51427.93819917315,45636.05389713035,51328.078125,12784767
2025-06-10,53225.4174765625,53225.4174765625,48931.434453125,49930.03515625,8896042
2025-06-11,49031.296419017504,51927.238570038906,49031.296419017504,51328.078125,5300436
2025-06-12,50728.9161509901,51727.516862623765,50229.61579517327,50429.3359375,4071665
2025-06-13,53624.85910194175,53624.85910194175,50629.05691747573,51427.9375,5408390
2025-06-16,51228.21721540178,53225.41866629464,50728.91685267857,53125.55859375,4949701
2025-06-17,53724.717000482626,53924.43713803089,51128.355212355214,51727.515625,3981660
2025-06-18,51527.79899796195,55322.48186990489,51527.79899796195,55122.76171875,8380598
2025-06-19,57219.82209747516,61713.5254035596,56720.521730132445,60315.484375,14753547
2025-06-20,60015.90032610736,67105.96509009009,58517.99931963213,66506.8046875,16754279
2025-06-23,66906.24583949705,68803.58713942308,65508.204881656806,67505.40625,12708128
2025-06-24,68004.71048251065,71499.81307705966,65907.64892578125,70301.4921875,12083420
2025-06-25,69302.890625,70601.07157330691,67105.96902017291,69302.890625,6399440
2025-06-26,67405.55031076664,67505.41038530112,61014.50554056062,63011.70703125,12516562
2025-06-27,62911.846713362065,63411.14708410304,58817.58367328612,60814.78515625,7751588
2025-06-30,61114.363828125,61913.244401041666,59416.74261067709,59916.04296875,4067265
2025-07-01,59816.182202839016,63311.2846687812,59217.02178010607,60015.90234375,4862065
2025-07-02,60914.644977108175,61214.225198307075,58018.702838852216,58617.86328125,2974555
2025-07-03,59117.16197478992,61314.08353466386,58717.72169117647,59416.7421875,3330017
2025-07-04,59916.04238013699,60315.48266267124,58218.42117936644,58318.28125,2125150
2025-07-07,57519.40058236273,60914.64297784941,57419.54051190724,60015.90234375,3213170
2025-07-08,61314.08623303865,61513.80638363487,59816.185103567026,60714.92578125,2354516
2025-07-09,60615.063894628096,60914.64411157025,59416.743026859505,60415.34375,2152533
2025-07-10,60914.645931846215,61713.52653423109,59616.464952970804,60714.92578125,3149990
2025-07-11,61913.244401041666,61913.244401041666,59816.18289713542,59916.04296875,2465478
2025-07-14,59416.7427369211,59516.602808747855,56420.94058211835,58218.421875,3469359
2025-07-15,57319.68108063811,57918.84151005244,56221.220293378494,57119.9609375,2979693
2025-07-16,56820.38057040999,57519.40106951872,55921.63992869876,56021.5,1844953
2025-07-17,57419.54296875,59017.30416440217,56920.2425951087,57419.54296875,3318001
2025-07-18,57619.26341443322,57719.12348967487,56021.50221056679,56820.3828125,1334076
2025-07-21,56620.6626620167,57319.68318870826,56321.08243629174,56820.3828125,1111739
2025-07-22,57020.10184596239,57020.10184596239,56021.50111310841,56420.94140625,1274106
2025-07-23,56620.660269886364,56820.380411931816,54024.298423295455,54923.0390625,1861734
2025-07-24,55422.34183658734,55821.78213811229,53425.14032896257,54024.30078125,1968455
2025-07-25,53924.440524193546,55821.7819500448,53624.86029905914,55721.921875,1822409
2025-07-28,56720.521914132376,57119.96220930232,55322.48088103757,55821.78125,1437014
2025-07-29,56221.22084263393,56520.801060267855,55222.6201171875,55921.640625,1272773
2025-07-30,56221.21875,58717.720470692715,55921.63854351687,56221.21875,3314430
2025-07-31,56420.94261853448,58218.4239762931,55721.92209051724,57918.84375,2062382
2025-08-01,57119.961064189185,57419.541279560806,55222.61970016892,55422.33984375,2256317
2025-08-04,54923.04017655686,59316.88339068141,54623.45995741201,55322.48046875,8113567
2025-08-05,55721.9217607404,55821.78183558044,53225.41988973949,54623.4609375,4343070
2025-08-06,55322.47855688821,57119.959809639084,54024.29765212368,56720.51953125,3966137
2025-08-07,57818.983527417455,63511.0078125,57319.68315153302,63511.0078125,11910000
2025-08-08,62412.54561373433,65208.62765722963,61613.665029878524,63710.7265625,7219790
2025-08-11,64110.16796875,65608.0690895152,63411.147445726245,64110.16796875,4002999
2025-08-12,63710.72726157771,64609.46792827708,62612.26644672292,63610.8671875,2620057
2025-08-13,64509.60530265748,64709.32544291339,62013.10354945866,63411.14453125,2791808
2025-08-14,62911.845703125,65108.76729910714,62911.845703125,64309.88671875,3339635
2025-08-18,64709.32673076923,65408.34723557692,63910.446153846155,64909.046875,1926649
2025-08-19,65408.34583493099,66506.80660467791,63610.8645753451,65108.765625,2712501
2025-08-20,63710.72778282925,65608.06920582887,62212.8266594085,65208.62890625,3436218
2025-08-21,65807.78665771485,67705.12800292969,62811.98453369141,63910.4453125,4221004
2025-08-22,63311.28766214623,64609.46863944576,63011.70743661557,63511.0078125,2234317
2025-08-25,64010.30442788833,64809.184982370556,63411.14401202666,64609.46484375,1853582
2025-08-26,64010.30622596154,65707.92745192308,63910.446153846155,64909.046875,2393834
2025-08-27,65408.34566351404,65408.34566351404,63511.00433892356,64010.3046875,1845944
2025-08-28,63710.72474163386,64210.02509227362,62712.124040354334,63411.14453125,1229932
2025-08-29,63910.448000000004,64210.028225,61813.386425000004,62412.546875,1704037
2025-09-01,60515.20285692402,62013.10391773897,59416.742078993055,61114.36328125,2491823
2025-09-02,61613.66519551012,62112.96556176223,58118.562631745364,59217.0234375,3661180
2025-09-03,59516.6025307725,60315.48310165535,58518.00181716893,58817.58203125,1641908
2025-09-04,58917.44097222222,59117.16111111111,57319.67986111111,58418.140625,2592577
2025-09-05,59916.041666666664,59916.041666666664,58418.140625,58418.140625,1536092
2025-09-08,58617.86369035051,60015.90473236909,58518.00361592061,59117.1640625,1665995
2025-09-09,59616.46163223574,59616.46163223574,58917.44114408557,59516.6015625,1361280
2025-09-10,59916.04366652754,60714.92424874791,59516.60337541736,59816.18359375,1665136
2025-09-11,60215.62388486018,60515.20410319282,59616.4634481949,59816.18359375,1793242
2025-09-12,60415.34401836832,65907.64802003816,60115.76380009542,65408.34765625,6828797
2025-09-15,64909.04602050781,64909.04602050781,63610.86510009766,63910.4453125,2370450
2025-09-16,64509.60557432433,64609.46564487281,62512.40416335453,62811.984375,2130735
2025-09-17,62911.84725,63211.427475000004,62312.6868,62412.546875,992359
2025-09-18,63111.56380409583,65008.90512099111,62811.983596164995,64609.46484375,2541491
2025-09-22,67405.5466985128,67505.40676769578,65508.20538403614,66307.0859375,2276896
2025-09-23,66606.66824027449,66606.66824027449,62512.40527498025,63211.42578125,4850268
2025-09-24,64509.606289808915,65108.766719745225,62512.4048566879,62712.125,2786106
2025-09-25,62212.825745401504,63910.446993670885,62112.96567197389,63111.56640625,2815412
2025-09-26,62312.685708263074,62412.545781513494,59017.30329099916,59217.0234375,4899137
2025-09-29,59316.88432835821,60615.06529850746,58717.72388059701,60215.625,3131452
2025-09-30,61913.243236157716,61913.243236157716,59516.6015625,59516.6015625,2019879
2025-10-01,59716.32282552083,61014.503756510414,59716.32282552083,59916.04296875,1644566
2025-10-02,60315.48395763773,60714.92424874791,59516.60337541736,59816.18359375,2321148
2025-10-10,60415.34429725241,62013.10546875,60315.48422403382,62013.10546875,2984964
2025-10-13,60615.06488424959,60615.06488424959,59516.604070861205,59716.32421875,2615559
2025-10-14,60215.62205065017,61214.22274800755,59316.88142302852,59516.6015625,2138963
